book,chapter,verse,text,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,dominant_topic
Isaiah,12.0,1.0,day thou shalt o lord praise thee thou wast angry thine anger turn away thou comfortedst,0.016737203925713207,0.25121308613080173,0.016794661524302156,0.016900167352113804,0.016831869529985645,0.6815230115370835,5
Isaiah,12.0,2.0,behold god salvation trust afraid lord jehovah strength song salvation,0.015261137798472683,0.015301699773769004,0.9237248655006667,0.015205990855040468,0.015233311730259476,0.01527299434179171,2
Isaiah,12.0,3.0,joy shall ye draw water well salvation,0.832768995708239,0.03349455474734164,0.03341715141225307,0.03342511660115693,0.033414481437787705,0.0334797000932217,0
Isaiah,12.0,4.0,day shall ye praise lord declare doing people mention exalt,0.018547971892139362,0.01882015840815406,0.018618407427646994,0.018669635987882433,0.9065599515873217,0.01878387469685544,4
Isaiah,12.0,5.0,sing unto lord hath excellent thing know earth,0.023961555293833845,0.024062024169290985,0.024086409164220564,0.023953763552224085,0.8798808043482169,0.024055443472213573,4
Isaiah,12.0,6.0,cry shout thou inhabitant zion great holy israel midst thee,0.021155594422259408,0.020907122187612728,0.8949336861559309,0.021080563688920837,0.020902999111544238,0.02102003443373166,2
Isaiah,13.0,1.0,burden babylon isaiah son amoz,0.027941350836881578,0.6854757470491896,0.02789056762453542,0.028277422265238154,0.027910629828948954,0.20250428239520643,1
Isaiah,13.0,2.0,lift ye banner high mountain exalt voice unto shake hand gate noble,0.016893401972653856,0.016713428626381855,0.016718560110397875,0.017150928440062777,0.9156687896590048,0.016854891191498803,4
Isaiah,13.0,3.0,command sanctify one call mighty one anger rejoice highness,0.028011859330879702,0.02796591865197085,0.028036740361550898,0.8600240191180044,0.02810838990675557,0.027853072630838593,3
Isaiah,13.0,4.0,noise multitude mountain like great people tumultuous noise kingdom nation gather lord host mustereth host battle,0.010495344874978198,0.010441559071925436,0.010518487522720622,0.94744810856194,0.010549312865031916,0.010547187103404007,3
Isaiah,13.0,5.0,come far country end heaven lord weapon indignation destroy land,0.015386326021940372,0.40826247417063993,0.015378403139689547,0.015252628738654806,0.5304416496478809,0.015278518281194486,4
Isaiah,13.0,6.0,howl ye day lord hand shall come destruction almighty,0.023871712030695873,0.023946135644066523,0.02398600986841391,0.024146299007007547,0.02405154964044265,0.8799982938093734,5
Isaiah,13.0,7.0,shall hand faint mans heart shall melt,0.027886960135228303,0.027828026746805276,0.8601868241130955,0.027883167434558213,0.028009001255454274,0.028206020314858304,2
Isaiah,13.0,8.0,shall afraid pang sorrow shall hold shall pain woman travaileth shall amazed face shall flame,0.01667229474361339,0.016711711916816842,0.01691730580682147,0.916049223139178,0.01684312618479803,0.016806338208772267,3
Isaiah,13.0,9.0,behold day lord cometh cruel wrath fierce anger lay land desolate shall destroy sinner thereof,0.011166058051344123,0.011184748851308038,0.011259113362600234,0.011227237023236076,0.011198830463336846,0.9439640122481747,5
Isaiah,13.0,10.0,star heaven constellation thereof shall light sun shall darken go forth moon shall cause light shine,0.01398995704102141,0.013978511644633387,0.40236012643714786,0.5416986686105342,0.013986297311625233,0.013986438955038026,3
Isaiah,13.0,11.0,punish world evil wicked iniquity cause arrogancy proud cease lay low haughtiness terrible,0.012959741692919632,0.012953252363490814,0.013031253442187928,0.4220280831539722,0.202882300109379,0.33614536923805044,3
Isaiah,13.0,12.0,man precious fine gold man golden wedge ophir,0.02402625708083543,0.02399860600415394,0.02384438763337931,0.023819699836808733,0.023862413343307094,0.8804486361015156,5
Isaiah,13.0,13.0,shake heaven earth shall remove place wrath lord host day fierce anger,0.01395397727577226,0.013966337781249049,0.16246889745154267,0.014053149269782496,0.014011691746164817,0.7815459464754887,5
Isaiah,13.0,14.0,shall chased roe sheep man taketh shall man turn people flee land,0.018567886844832668,0.018607617050127954,0.01867046257924479,0.01863945686318942,0.01873435887590008,0.9067802177867051,5
Isaiah,13.0,15.0,find shall thrust join unto shall fall sword,0.03335587436989416,0.8321444968673616,0.03337013899616727,0.03361740837247947,0.03394729380716231,0.033564787586935166,1
Isaiah,13.0,16.0,child shall dash piece eye house shall spoil wife ravish,0.021456333758484967,0.7181535853925197,0.1973634901858726,0.020839843419269817,0.02098288756128108,0.021203859682571914,1
Isaiah,13.0,17.0,behold stir mede shall regard silver gold shall delight,0.02389892890932055,0.6577710150380492,0.024012085796960715,0.24627873413939236,0.024098561379397282,0.023940674736879747,1
Isaiah,13.0,18.0,bow shall dash young man piece shall pity fruit womb eye shall spare child,0.014149809336542555,0.013992309947411437,0.013976610688494859,0.01404361309477083,0.43273743336665593,0.5111002235661244,5
Isaiah,13.0,19.0,babylon glory kingdom beauty chaldee excellency shall god overthrow sodom gomorrah,0.01690649234078889,0.01675277289169043,0.016773390317500827,0.016738091473916875,0.916068201907593,0.016761051068509978,4
Isaiah,13.0,20.0,shall inhabit shall dwelt generation generation shall arabian pitch tent shall shepherd fold,0.018519006767782748,0.9070506922354491,0.01854758994560279,0.01855174916044017,0.018618450418447324,0.01871251147227771,1
Isaiah,13.0,21.0,wild beast desert shall lie house shall doleful creature owl shall dwell satyr shall dance,0.018724199654546594,0.018674762754605254,0.9068737958925919,0.01854896884410392,0.018585375452947576,0.018592897401204758,2
Isaiah,13.0,22.0,wild beast island shall cry desolate house dragon pleasant palace time near come day shall prolong,0.27313391372438917,0.6787485394064318,0.012039217999781167,0.012062712996128877,0.011971069371654973,0.012044546501613821,1
Isaiah,14.0,1.0,lord mercy jacob choose israel set land stranger shall join shall cleave house jacob,0.013950101771585541,0.01396481590532702,0.014022959449031007,0.013975807146663714,0.9301049445098906,0.01398137121750228,4
Isaiah,14.0,2.0,people shall bring place house israel shall possess land lord servant handmaid shall captive captive shall rule oppressor,0.011931438383830047,0.012002596290246569,0.9400470302893313,0.011992894799228606,0.012047718378292912,0.011978321859070414,2
Isaiah,14.0,3.0,shall come pass day lord shall thee rest thy sorrow thy fear hard bondage thou wast serve,0.016688559806590564,0.016791002342187597,0.016864785528459457,0.01684065253985948,0.016800664488621473,0.9160143352942814,5
Isaiah,14.0,4.0,thou shalt proverb king babylon hath oppressor cease golden city cease,0.018621481855897595,0.018795899665300733,0.01863031106243841,0.39951784913961264,0.525742381844746,0.018692076432004483,4
Isaiah,14.0,5.0,lord hath break staff wicked sceptre ruler,0.8593340141005082,0.027941790627346582,0.028251401015498195,0.028152566035711583,0.028245148681086924,0.028075079539848558,0
Isaiah,14.0,6.0,smite people wrath continual stroke rule nation anger persecute hindereth,0.020862657910324676,0.02090366350920128,0.02098513911772153,0.8954482203564065,0.02086958762084369,0.02093073148550234,3
Isaiah,14.0,7.0,earth rest quiet break forth singing,0.02400014440422352,0.02404515494724201,0.024128298147249674,0.02388684765018047,0.02392380470339341,0.8800157501477109,5
Isaiah,14.0,8.0,yea fir tree rejoice thee cedar lebanon say thou art lay feller come,0.015230043778269853,0.9236354239555927,0.015196049998794387,0.015330545577080818,0.015331976227402833,0.01527596046285938,1
Isaiah,14.0,9.0,hell beneath move thee meet thee thy come stirreth dead thee chief one earth hath raise throne king nation,0.012891872145031883,0.01303017514927031,0.9352905202565026,0.013042411521215188,0.012860258265160423,0.012884762662819585,2
Isaiah,14.0,10.0,shall speak unto thee art thou weak art thou like unto,0.02788956046599192,0.02788416415759513,0.027847698608925928,0.027905812160881838,0.8605459796881924,0.02792678491841286,4
Isaiah,14.0,11.0,thy pomp bring grave noise thy viol worm spread thee worm cover thee,0.016688606331893518,0.016693939669593785,0.6036845179447901,0.32949326317962463,0.016743822519341995,0.016695850354755834,2
Isaiah,14.0,12.0,art thou fall heaven o lucifer son morning art thou cut ground didst weaken nation,0.015197369714033265,0.015313316814278062,0.015358850213531828,0.015286309627490783,0.015318466822285888,0.9235256868083802,5
Isaiah,14.0,13.0,thou hast say thine heart ascend heaven exalt throne star god sit mount congregation side north,0.012105845224945103,0.011989032534582257,0.40030927919853715,0.01198802566756025,0.012021254658222253,0.5515865627161529,5
Isaiah,14.0,14.0,ascend height cloud like high,0.027966926589708726,0.027813788415065946,0.027815276953023448,0.8604174098277992,0.02814554672727895,0.027841051487123777,3
Isaiah,14.0,15.0,thou shalt bring hell side pit,0.03351472660328595,0.03387829636856769,0.033807576376665135,0.8319003092796283,0.033518245373642154,0.03338084599821076,3
Isaiah,14.0,16.0,thee shall narrowly look thee consider thee say man earth tremble shake kingdom,0.01870790361354756,0.018661535507616053,0.018624882463957368,0.018594354220133537,0.01861629400168721,0.9067950301930583,5
Isaiah,14.0,17.0,world wilderness destroy city thereof open house prisoner,0.018821649253727143,0.4246654596918867,0.5003842893746516,0.01876998109952836,0.018689085375051564,0.018669535205154613,2
Isaiah,14.0,18.0,king nation lie glory house,0.027964710281694793,0.02821356790628817,0.8598544711431074,0.028192406092967838,0.02787545089215116,0.02789939368379059,2
Isaiah,14.0,19.0,thou art cast thy grave like abominable branch raiment slain thrust sword stone pit carcase trodden foot,0.010440477801981728,0.010477707726449315,0.01050027982559785,0.9473972371649684,0.010604857041612955,0.010579440439389867,3
Isaiah,14.0,20.0,thou shalt join burial thou hast destroy thy land slain thy people seed evildoer shall renowne,0.016701510353823227,0.01680227900466288,0.01692948084939337,0.016833460239610694,0.9159433230222966,0.016789946530213345,4
Isaiah,14.0,21.0,prepare slaughter child iniquity father rise possess land fill face world city,0.01393679320756453,0.013990848493321198,0.9300384784647352,0.014024736845242407,0.01403358279499443,0.01397556019414216,2
Isaiah,14.0,22.0,rise saith lord host cut babylon remnant son nephew saith lord,0.015191332786532216,0.015237889033357712,0.015269980578939633,0.015225988852313712,0.9238695042724828,0.015205304476374025,4
Isaiah,14.0,23.0,possession bittern pool water sweep besom destruction saith lord host,0.01862097737540872,0.7521927113017495,0.17296369756500693,0.01869809478372867,0.018756309847084356,0.018768209127021703,1
Isaiah,14.0,24.0,lord host hath swear say surely think shall come pass purpose shall stand,0.015245170472516506,0.01532568880488511,0.015306933248652935,0.4984212220503875,0.015295352620688915,0.44040563280286893,3
Isaiah,14.0,25.0,break assyrian land mountain tread foot shall yoke depart burden depart shoulder,0.013956988692884592,0.0139138088850957,0.013967974298891381,0.013979090312530891,0.013935823425753419,0.9302463143848441,5
Isaiah,14.0,26.0,purpose purpose earth hand stretch nation,0.02387666561150633,0.023835466886466424,0.8803547144282338,0.024077772618463413,0.023887584763984008,0.02396779569134615,2
Isaiah,14.0,27.0,lord host hath purpose shall disannul hand stretch shall turn,0.02086953946346619,0.0208621869484984,0.02107245403172579,0.8952738785689822,0.02096506594342499,0.020956875043902336,3
Isaiah,14.0,28.0,year king ahaz die burden,0.02779663418093159,0.028301657470557445,0.027808817019013964,0.8601733003708,0.027902882483194055,0.02801670847550302,3
Isaiah,14.0,29.0,rejoice thou palestina rod smote thee break serpent root shall come forth cockatrice fruit shall fiery fly serpent,0.01122617397658062,0.011220663437925493,0.011192204021169683,0.943953931855045,0.011139189834915249,0.01126783687436393,3
Isaiah,14.0,30.0,firstborn poor shall feed needy shall lie safety kill thy root famine shall slay thy remnant,0.26491236057220124,0.37925097613379205,0.016734566805012684,0.01695843363771216,0.3054669352088815,0.016676727642400337,1
Isaiah,14.0,31.0,howl o gate cry o city thou palestina art dissolve shall come north smoke shall appoint time,0.013997272808457518,0.014074241850843482,0.013924774831350113,0.014116453439311468,0.014047006729163918,0.9298402503408736,5
Isaiah,14.0,32.0,shall answer messenger nation lord hath found zion poor people shall trust,0.21985994664304506,0.33053806593803225,0.3937111632042621,0.018671545721719775,0.01862638103669758,0.018592897456243276,2
Isaiah,15.0,1.0,burden moab night ar moab lay waste bring silence night kir moab lay waste bring silence,0.010434993642809113,0.010489517166282188,0.010484989835844208,0.9476924122440152,0.01043199862302694,0.01046608848802239,3
Isaiah,15.0,2.0,go bajith dibon high place weep moab shall howl nebo medeba head shall baldness beard cut,0.015275139212562143,0.015330771937961016,0.015225695375076296,0.9235103715987621,0.015294605069899065,0.015363416805739475,3
Isaiah,15.0,3.0,street shall gird sackcloth top house street shall howl weep abundantly,0.018594500294382983,0.01870647469206492,0.018594952700543132,0.01903873045573676,0.9063281146754208,0.01873722718185127,4
Isaiah,15.0,4.0,heshbon shall cry elealeh voice shall hear unto jahaz armed soldier moab shall cry life shall grievous unto,0.020834317895619417,0.3187513679034997,0.020833949815995966,0.37593545225779523,0.02120085587179393,0.24244405625529572,3
Isaiah,15.0,5.0,heart shall cry moab fugitive shall flee unto zoar heifer year old mount luhith weep shall way horonaim shall raise cry destruction,0.015188016831966097,0.5142829867564115,0.01525584601257987,0.015418337501208919,0.015210671755407442,0.4246441411424262,1
Isaiah,15.0,6.0,water nimrim shall desolate hay wither away grass faileth green thing,0.018873307955450568,0.9064528762296037,0.018577695382028536,0.01866325088830854,0.018681483173346846,0.018751386371262047,1
Isaiah,15.0,7.0,abundance get lay shall carry away brook willow,0.023837903404561916,0.023972307971513302,0.02392348160499292,0.02429125935383792,0.023850756581441552,0.8801242910836523,5
Isaiah,15.0,8.0,cry go round border moab howl thereof unto eglaim howl thereof unto beerelim,0.02096027045337968,0.41511524147689627,0.020988371301623343,0.5007939590048582,0.02102381351514461,0.021118344248097862,3
Isaiah,15.0,9.0,water dimon shall blood bring dimon lion escapeth moab remnant land,0.021191089354107656,0.02102179450626694,0.021192702640950526,0.8945446358986483,0.021026943605537814,0.021022833994488736,3
Isaiah,16.0,1.0,send ye lamb ruler land sela wilderness unto mount daughter zion,0.2947404785086464,0.018728472987378283,0.6306737477867904,0.018586213520994106,0.01865291395037828,0.01861817324581264,2
Isaiah,16.0,2.0,shall wandering bird cast nest daughter moab shall ford arnon,0.02862707724495922,0.027931922718776654,0.43866602266342086,0.4491209658798648,0.027855929958621264,0.027798081534357276,3
Isaiah,16.0,3.0,counsel execute judgment thy shadow night midst noonday hide outcast bewray wandereth,0.3641340665488673,0.5614016397109934,0.01862660747086296,0.018617150609142367,0.018574550855801963,0.01864598480433195,1
Isaiah,16.0,4.0,let outcast dwell thee moab thou covert face spoiler extortioner end spoiler ceaseth oppressor consume land,0.012003664125322831,0.5475767788685311,0.012003456044706842,0.40447231492211294,0.01196728764821735,0.011976498391108899,1
Isaiah,16.0,5.0,mercy shall throne establish shall sit truth tabernacle david judging seek judgment hasting righteousness,0.9239613214706952,0.01525872848561265,0.015207991864117814,0.015194566604509645,0.015173294194064782,0.015204097380999928,0
Isaiah,16.0,6.0,hear pride moab proud haughtiness pride wrath lie shall,0.018551091589997508,0.9066194750796228,0.01868556433105287,0.018752890241228237,0.018586973351499884,0.018804005406598715,1
Isaiah,16.0,7.0,shall moab howl moab shall howl foundation kirhareseth shall ye mourn surely stricken,0.018564952236248614,0.018553783122705298,0.018534743134193267,0.9071960119690226,0.018598520302416453,0.01855198923541376,3
Isaiah,16.0,8.0,field heshbon languish vine sibmah lord heathen break principal plant thereof come unto jazer wander wilderness branch stretch go sea,0.2979172023931364,0.009325817583835966,0.10739893125415896,0.5666823863702284,0.009335044918040776,0.00934061748059945,3
Isaiah,16.0,9.0,bewail weeping jazer vine sibmah water thee tear o heshbon elealeh shouting thy summer fruit thy harvest fall,0.012949223168650992,0.01289311184639587,0.012837552276877679,0.9355738754645115,0.012839636938734907,0.012906600304828979,3
Isaiah,16.0,10.0,gladness take away joy plentiful field vineyard shall singing shall shout treader shall tread wine press vintage shout cease,0.9353520923804808,0.012916126349749783,0.012851380566776071,0.012858245238492931,0.012990100283876002,0.013032055180624405,0
Isaiah,16.0,11.0,wherefore bowel shall sound like harp moab inward part kirharesh,0.027810026394277786,0.028062532578140443,0.027952601798747354,0.8601304525109225,0.028040005887236062,0.028004380830675957,3
Isaiah,16.0,12.0,shall come pass see moab weary high place shall come sanctuary pray shall prevail,0.015204248479297503,0.9237628452895877,0.015196888373348249,0.015341960081557625,0.015241170719576565,0.015252887056632386,1
Isaiah,16.0,13.0,word lord hath speak concern moab time,0.023928240148607817,0.8799838195546459,0.02397966137669038,0.024132590530537627,0.024051724126952553,0.023923964262565735,1
Isaiah,16.0,14.0,lord hath speak say year year hireling glory moab shall contemn great multitude remnant shall small feeble,0.011933637907487513,0.01199572766570166,0.011957451962280615,0.9401295041642601,0.01199143165008774,0.01199224665018219,3
Isaiah,17.0,1.0,burden damascus behold damascus take away city shall ruinous heap,0.018637544024265252,0.018733828087279407,0.018638551442329693,0.018640109879464153,0.01857827149344053,0.906771695073221,5
Isaiah,17.0,2.0,city aroer forsake shall flock shall lie shall afraid,0.028183116180340848,0.028146272616743243,0.02804884218915438,0.8595689841198865,0.02795505176760908,0.028097733126266036,3
Isaiah,17.0,3.0,fortress shall cease ephraim kingdom damascus remnant syria shall glory child israel saith lord host,0.01196339395138898,0.011965011832692848,0.012068165995213117,0.011996643965478766,0.4377879561395734,0.5142188281156528,5
Isaiah,17.0,4.0,day shall come pass glory jacob shall thin fatness flesh shall wax lean,0.01677721629335693,0.01674697293526948,0.01691842186043527,0.016741252604731045,0.18464340030932455,0.7481727359968827,5
Isaiah,17.0,5.0,shall harvestman gathereth corn reapeth ear arm shall gathereth ear valley rephaim,0.020883459638727928,0.02118998162404195,0.020867663319245867,0.02087869645291701,0.8951623191876676,0.021017879777399568,4
Isaiah,17.0,6.0,glean grape shall leave shaking olive tree berry uppermost bough outmost fruitful branch thereof saith lord god israel,0.5489937146357784,0.011179832648595206,0.011205014210088808,0.011204218866094927,0.406265739617319,0.011151480022123702,0
Isaiah,17.0,7.0,day shall man look maker eye shall respect holy israel,0.018669134302685464,0.018748047708029805,0.018754627717738222,0.018586406434427407,0.737948084131613,0.18729369970550608,4
Isaiah,17.0,8.0,shall look altar work hand shall respect finger grove image,0.018682747349225332,0.01865804848664108,0.018595498893935174,0.018624274480979246,0.9068202975361135,0.01861913325310549,4
Isaiah,17.0,9.0,day shall strong city forsaken bough uppermost branch leave child israel shall desolation,0.015329616067187187,0.01533681662575158,0.2682594274257714,0.6705669797640793,0.015244668379118512,0.015262491738091964,3
Isaiah,17.0,10.0,thou hast forget god thy salvation hast mindful rock thy strength shalt thou plant pleasant plant shalt set strange slip,0.011153938716938714,0.011275918650474559,0.94394362118721,0.011188174045690577,0.01121596399311775,0.011222383406568356,2
Isaiah,17.0,11.0,day shalt thou thy plant grow morning shalt thou thy seed flourish harvest shall heap day grief desperate sorrow,0.011937012496300857,0.6882555062705703,0.011954467481908293,0.012042105902114198,0.011962613346260182,0.2638482945028461,1
Isaiah,17.0,12.0,woe multitude people noise like noise sea rushing nation rushing like rushing mighty water,0.01120632058568996,0.011167016481113219,0.01120161346912228,0.9440842049199568,0.011168431204609343,0.011172413339508466,3
Isaiah,17.0,13.0,nation shall rush like rushing water god shall rebuke shall flee far shall chase chaff mountain wind like rolling thing whirlwind,0.010517884911704797,0.010550747646929448,0.6637654156331075,0.010580086976393356,0.010538718675537507,0.2940471461563275,2
Isaiah,17.0,14.0,behold eveningtide trouble morning portion spoil lot rob,0.02089575048907585,0.020897630929799703,0.6318137483774461,0.021075207779815266,0.020891484149725692,0.2844261782741374,2
Isaiah,18.0,1.0,woe land shadow wing river ethiopia,0.02410284775084601,0.023930729512973474,0.8801236797871823,0.023964201145692844,0.023857716116334016,0.02402082568697118,2
Isaiah,18.0,2.0,sendeth ambassador sea vessel bulrush water say ye swift messenger nation scatter peel people terrible beginning hitherto nation mete trodden land river spoil,0.007616637019461447,0.007693415746751468,0.9618327578216993,0.007612766487794429,0.007593788664686233,0.007650634259607252,2
Isaiah,18.0,3.0,ye inhabitant world dweller earth ye lifteth ensign mountain bloweth trumpet hear ye,0.01864711271783578,0.3598622895754203,0.018739307462431763,0.018571222687860114,0.018694543705718495,0.5654855238507337,5
Isaiah,18.0,4.0,lord say unto rest consider dwelling place like clear heat herb like cloud dew heat harvest,0.33450903934909326,0.011302351320147681,0.011243325697953516,0.011206728506598698,0.6205293964770725,0.011209158649134436,4
Isaiah,18.0,5.0,afore harvest bud perfect sour grape ripen flower shall cut sprig prune hook away cut branch,0.9301943245396139,0.013945280942467221,0.01391418641535189,0.014002381349880431,0.013962683176404192,0.013981143576282395,0
Isaiah,18.0,6.0,shall leave unto fowl mountain beast earth fowl shall summer beast earth shall winter,0.8948256026853706,0.020861542206332885,0.021155641427251837,0.020978970978005988,0.021060225272711952,0.021118017430326718,0
Isaiah,18.0,7.0,time shall present bring unto lord host people scatter peel people terrible beginning hitherto nation mete trodden foot land river spoil place lord host mount zion,0.0066863374791247335,0.12084079198696548,0.8523657805348048,0.006699894692913196,0.00669934168718043,0.006707853619011249,2
Isaiah,19.0,1.0,burden egypt behold lord rideth swift cloud shall come egypt idol egypt shall move presence heart egypt shall melt midst,0.010494324000550833,0.010467529268314587,0.20255676004391773,0.4388587883209468,0.010499616193090226,0.32712298217317987,3
Isaiah,19.0,2.0,set egyptians egyptians shall fight brother neighbour city city kingdom kingdom,0.9238187065436149,0.015234711115481324,0.015208792949142218,0.01531595377134309,0.015181325807331355,0.015240509813087279,0
Isaiah,19.0,3.0,spirit egypt shall fail midst thereof destroy counsel thereof shall seek idol charmer familiar spirit wizard,0.012008873472937616,0.011969516897863398,0.6411863519859146,0.011973669198342824,0.31077262640898845,0.012088962035953154,2
Isaiah,19.0,4.0,egyptians hand cruel lord fierce king shall rule saith lord lord host,0.013983975918831121,0.013970264514425852,0.9299864158735313,0.01406701353332332,0.014004020916084355,0.013988309243803947,2
Isaiah,19.0,5.0,water shall fail sea river shall waste dry,0.02399769902133872,0.0239725023186055,0.023885561232197833,0.023976238108312266,0.02390494381976166,0.880263055499784,5
Isaiah,19.0,6.0,shall turn river far away brooks defence shall empty dry reed flag shall wither,0.9159626286992264,0.01681118535760376,0.016745239288160414,0.01678606067899149,0.01668125441896185,0.017013631557056028,0
Isaiah,19.0,7.0,paper reed brook mouth brook thing sow brooks shall wither drive away,0.015298037190816106,0.923617705660013,0.015207051471810914,0.015358112352113085,0.015170889155789293,0.015348204169457473,1
Isaiah,19.0,8.0,fisher shall mourn cast angle brooks shall lament spread net water shall languish,0.01884441260116967,0.9063150430608682,0.018695997262050745,0.018802189444957103,0.018746747080308074,0.018595610550646055,1
Isaiah,19.0,9.0,work fine flax weave network shall confound,0.8608426435649198,0.027777965495877504,0.027852811000855127,0.027816208837312527,0.02787904556690527,0.02783132553412983,0
Isaiah,19.0,10.0,shall break purpose thereof sluice pond fish,0.03350170674817664,0.033435459545917125,0.034118241072112365,0.03364222005176571,0.03339095932027151,0.8319114132617565,5
Isaiah,19.0,11.0,surely prince zoan fool counsel wise counsellor pharaoh brutish ye unto pharaoh son wise son ancient king,0.011384469249790287,0.9439380577032485,0.011186831378146469,0.011180474389006484,0.011185790442463858,0.011124376837344527,1
Isaiah,19.0,12.0,thy wise man let tell thee let know lord host hath purpose egypt,0.015224499121038017,0.45323092047364294,0.015330517100513443,0.4856450527148683,0.015285049616556407,0.015283960973380872,3
Isaiah,19.0,13.0,prince zoan fool prince noph deceive seduce egypt stay tribe thereof,0.7328571567912512,0.0167464427839391,0.01679563488393118,0.20015054229850568,0.016738559228799858,0.016711664013573012,0
Isaiah,19.0,14.0,lord hath mingle perverse spirit midst thereof cause egypt err work thereof drunken man staggereth vomit,0.011983715410784189,0.012068439935353703,0.012035536809161505,0.011991645014221168,0.939844881392255,0.012075781438224534,4
Isaiah,19.0,15.0,shall work egypt head tail branch rush,0.024064383316452612,0.023849477772490003,0.02390420568285832,0.8802502856700761,0.023971066219099234,0.023960581339023814,3
Isaiah,19.0,16.0,day shall egypt like unto woman shall afraid fear shaking hand lord host shaketh,0.013973467427995578,0.013932313989780605,0.014002250991719343,0.9300626466601875,0.014018010460957565,0.014011310469359543,3
Isaiah,19.0,17.0,land judah shall terror unto egypt maketh mention thereof shall afraid counsel lord host hath determined,0.2855636302643363,0.012947655472583176,0.012986727172786759,0.012973949800263982,0.6626212757971522,0.012906761492877521,4
Isaiah,19.0,18.0,day shall city land egypt speak language canaan swear lord host shall call city destruction,0.013989874720140467,0.01399132782365674,0.013982620633143136,0.3997067057701514,0.013996172390266534,0.5443332986626418,5
Isaiah,19.0,19.0,day shall altar lord midst land egypt pillar border thereof lord,0.016707124411259176,0.016890166563283595,0.01680089123717071,0.016925109372148202,0.9158210820702967,0.0168556263458416,4
Isaiah,19.0,20.0,shall sign witness unto lord host land egypt shall cry unto lord oppressor shall send saviour great shall deliver,0.012833597745336869,0.013024340967071238,0.012958832841734894,0.9353338742432089,0.012982476810577459,0.012866877392070538,3
Isaiah,19.0,21.0,lord shall know egypt egyptians shall know lord day shall sacrifice oblation yea shall vow vow unto lord perform,0.012872553569650265,0.012909478503184635,0.012924273261922197,0.012964369184418978,0.935380964465353,0.012948361015471041,4
Isaiah,19.0,22.0,lord shall smite egypt shall smite heal shall return lord shall intreate shall heal,0.018571015331679288,0.018597525300047418,0.018663949338501497,0.9068574166364276,0.018719303359172792,0.018590790034171502,3
Isaiah,19.0,23.0,day shall highway egypt assyria assyrian shall come egypt egyptian assyria egyptians shall serve assyrian,0.012859466295233156,0.012859302707495609,0.012844654157785915,0.9356725726994921,0.012882425163221483,0.012881578976771649,3
Isaiah,19.0,24.0,day shall israel egypt assyria blessing midst land,0.020836916707996762,0.020943845393171883,0.02111809612824409,0.8949974388632326,0.02114407485187526,0.0209596280554793,3
Isaiah,19.0,25.0,lord host shall bless say bless egypt people assyria work hand israel inheritance,0.012857798755675628,0.012898543431760306,0.012983636936757102,0.9353325283734404,0.0129715532509627,0.012955939251403873,3
Isaiah,20.0,1.0,year tartan come unto ashdod sargon king assyria send fight ashdod take,0.023855139963871428,0.02421440258693604,0.02393810275127528,0.8801715399000574,0.02386667389088054,0.023954140906979355,3
Isaiah,20.0,2.0,time spake lord isaiah son amoz saying loose sackcloth thy loin thy shoe thy foot walk naked barefoot,0.011180721848679858,0.32289777026812644,0.3024444429183288,0.011291814827479233,0.34101814845761075,0.011167101679775047,4
Isaiah,20.0,3.0,lord say like servant isaiah hath walk naked barefoot year sign wonder egypt ethiopia,0.012075479611914689,0.2810534738635887,0.012096952431836176,0.6707738124983637,0.012042956717147736,0.011957324877148926,3
Isaiah,20.0,4.0,shall king assyria lead away egyptians prisoner ethiopians captive young old naked barefoot buttock uncover shame egypt,0.011173736466901058,0.011157491218356273,0.011181127379090062,0.8532202739193626,0.011253294518803277,0.10201407649748685,3
Isaiah,20.0,5.0,shall afraid ashamed ethiopia expectation egypt glory,0.023867150966157942,0.023888619968726113,0.8801275283885944,0.024256975976585264,0.02395816640405542,0.023901558295880736,2
Isaiah,20.0,6.0,inhabitant isle shall day behold expectation flee help deliver king assyria shall escape,0.014013452849838159,0.01397464086812292,0.22135400623450022,0.39434293708189533,0.013956940270440928,0.3423580226952024,3
Isaiah,21.0,1.0,burden desert sea whirlwind south pass cometh desert terrible land,0.015309581125906222,0.01522630804439799,0.9235839640098928,0.015352416939536434,0.015189104329352806,0.01533862555091393,2
Isaiah,21.0,2.0,grievous vision declare unto treacherous dealer dealeth treacherously spoiler spoileth o elam besiege o medium sigh thereof cease,0.012885506726143206,0.5136618105537858,0.012863552239127364,0.012862471421367958,0.43477705178086007,0.01294960727871555,1
Isaiah,21.0,3.0,loin fill pain pang take hold pang woman travaileth bow hearing dismay seeing,0.015201068628054945,0.015161160246387969,0.01531285462665784,0.015310662311252238,0.659328686624352,0.27968556756329505,4
Isaiah,21.0,4.0,heart pant fearfulness affright night pleasure hath turn fear unto,0.02384984660416674,0.02387558391707876,0.023892947658209287,0.02395369797337887,0.023876906335717908,0.8805510175114485,5
Isaiah,21.0,5.0,prepare table watch watchtow eat drink arise ye prince anoint shield,0.016797788559946063,0.016724500423232046,0.016879794793351832,0.016740263726962523,0.9161686150255902,0.016689037470917326,4
Isaiah,21.0,6.0,hath lord say unto set watchman let declare seeth,0.02088448205465888,0.5390807192592645,0.021151411113431412,0.021070820427640503,0.02100755652642437,0.37680501061858035,1
