book,chapter,verse,text
Isaiah,20,4,shall king assyria lead away egyptians prisoner ethiopians captive young old naked barefoot buttock uncover shame egypt
Isaiah,20,5,shall afraid ashamed ethiopia expectation egypt glory
Isaiah,20,6,inhabitant isle shall day behold expectation flee help deliver king assyria shall escape
Isaiah,21,1,burden desert sea whirlwind south pass cometh desert terrible land
Isaiah,21,2,grievous vision declare unto treacherous dealer dealeth treacherously spoiler spoileth o elam besiege o medium sigh thereof cease
Isaiah,21,3,loin fill pain pang take hold pang woman travaileth bow hearing dismay seeing
Isaiah,21,4,heart pant fearfulness affright night pleasure hath turn fear unto
Isaiah,21,5,prepare table watch watchtow eat drink arise ye prince anoint shield
Isaiah,21,6,hath lord say unto set watchman let declare seeth
Isaiah,21,7,see chariot couple horseman chariot ass chariot camel hearken diligently heed
Isaiah,21,8,cry lion lord stand continually watchtower daytime set ward night
Isaiah,21,9,behold cometh chariot man couple horseman answer say babylon fall fall graven image god hath break unto ground
Isaiah,21,10,o threshing corn floor hear lord host god israel declare unto
Isaiah,21,11,burden dumah calleth seir watchman night watchman night
Isaiah,21,12,watchman say morning cometh night ye enquire enquire ye return come
Isaiah,21,13,burden arabia forest arabia shall ye lodge o ye travel company dedanim
Isaiah,21,14,inhabitant land tema bring water thirsty prevent bread flee
Isaiah,21,15,flee sword draw sword bent bow grievousness war
Isaiah,21,16,hath lord say unto year accord year hireling glory kedar shall fail
Isaiah,21,17,residue number archer mighty man child kedar shall diminish lord god israel hath speak
Isaiah,22,1,burden valley vision aileth thee thou art wholly go housetop
Isaiah,22,2,thou art stir tumultuous city joyous city thy slain man slay sword dead battle
Isaiah,22,3,thy ruler flee bind archer find thee bind flee far
Isaiah,22,4,say look away weep bitterly labour comfort spoiling daughter people
Isaiah,22,5,day trouble treading perplexity lord god host valley vision break wall cry mountain
Isaiah,22,6,elam bare quiver chariot man horseman kir uncover shield
Isaiah,22,7,shall come pass thy choicest valley shall chariot horseman shall set array gate
Isaiah,22,8,discover covering judah thou didst look day armour house forest
Isaiah,22,9,ye see breach city david ye gather water low pool
Isaiah,22,10,ye number house jerusalem house ye break fortify wall
Isaiah,22,11,ye ditch wall water old pool ye look unto maker thereof respect unto fashion long ago
Isaiah,22,12,day lord god host weeping mourn baldness gird sackcloth
Isaiah,22,13,behold joy gladness slay oxen kill sheep eat flesh drink wine let eat drink morrow shall die
Isaiah,22,14,reveal ear lord host surely iniquity shall purge till ye die saith lord god host
Isaiah,22,15,saith lord god host thee unto treasurer unto shebna house
Isaiah,22,16,hast thou hast thou thou hast hew thee sepulchre heweth sepulchre high graveth habitation rock
Isaiah,22,17,behold lord carry thee away mighty captivity surely cover thee
Isaiah,22,18,surely violently turn toss thee like ball large country shalt thou die chariot thy glory shall shame thy lords house
Isaiah,22,19,drive thee thy station thy state shall pull thee
Isaiah,22,20,shall come pass day servant eliakim son hilkiah
Isaiah,22,21,clothe thy robe strengthen thy girdle commit thy government hand shall father inhabitant jerusalem house judah
Isaiah,22,22,key house david lay shoulder shall open shall shut shall shut shall open
Isaiah,22,23,fasten nail sure place shall glorious throne father house
Isaiah,22,24,shall hang glory father house offspring issue vessel small quantity vessel cup vessel flagon
Isaiah,22,25,day saith lord host shall nail fasten sure place remove cut fall burden shall cut lord hath speak
Isaiah,23,1,burden tyre howl ye ship tarshish lay waste house entering land chittim reveal
Isaiah,23,2,ye inhabitant isle thou merchant zidon pass sea replenish
Isaiah,23,3,great water seed sihor harvest river revenue mart nation
Isaiah,23,4,thou ashamed o zidon sea hath speak strength sea say travail bring forth child nourish young man bring virgin
Isaiah,23,5,report concern egypt shall sorely pain report tyre
Isaiah,23,6,pass ye tarshish howl ye inhabitant isle
Isaiah,23,7,joyous city antiquity ancient day foot shall carry afar sojourn
Isaiah,23,8,hath take counsel tyre crown city merchant prince trafficker honourable earth
Isaiah,23,9,lord host hath purpose stain pride glory bring contempt honourable earth
Isaiah,23,10,pass thy land river o daughter tarshish strength
Isaiah,23,11,stretch hand sea shake kingdom lord hath give commandment merchant city destroy strong hold thereof
Isaiah,23,12,say thou shalt rejoice o thou oppress virgin daughter zidon arise pass chittim shalt thou rest
Isaiah,23,13,behold land chaldean people till assyrian found dwell wilderness set tower thereof raise palace thereof bring ruin
Isaiah,23,14,howl ye ship tarshish strength lay waste
Isaiah,23,15,shall come pass day tyre shall forget seventy year accord day king end seventy year shall tyre sing harlot
Isaiah,23,16,harp city thou harlot hast forget sweet melody sing song thou mayest remember
Isaiah,23,17,shall come pass end seventy year lord visit tyre shall turn hire shall commit fornication kingdom world face earth
Isaiah,23,18,merchandise hire shall holiness lord shall treasure lay merchandise shall dwell lord eat sufficiently durable clothing
Isaiah,24,1,behold lord maketh earth maketh waste turneth upside scattereth abroad inhabitant thereof
Isaiah,24,2,shall people priest servant master maid mistress buyer seller lender borrower taker usury giver usury
Isaiah,24,3,land shall utterly empty utterly spoil lord hath speak word
Isaiah,24,4,earth mourneth fadeth away world languisheth fadeth away haughty people earth languish
Isaiah,24,5,earth defile inhabitant thereof transgress law change ordinance break everlaste covenant
Isaiah,24,6,hath curse devour earth dwell desolate inhabitant earth burn man leave
Isaiah,24,7,new wine mourneth vine languisheth merryhearted sigh
Isaiah,24,8,mirth tabret ceaseth noise rejoice endeth joy harp ceaseth
Isaiah,24,9,shall drink wine song strong drink shall bitter drink
Isaiah,24,10,city confusion break house shut man come
Isaiah,24,11,crying wine street joy darken mirth land go
Isaiah,24,12,city leave desolation gate smite destruction
Isaiah,24,13,shall midst land people shall shaking olive tree gleaning grape vintage
Isaiah,24,14,shall lift voice shall sing majesty lord shall cry aloud sea
Isaiah,24,15,wherefore glorify ye lord fire lord god israel isle sea
Isaiah,24,16,uttermost earth hear song glory righteous say leanness leanness woe unto treacherous dealer deal treacherously yea treacherous dealer deal treacherously
Isaiah,24,17,fear pit snare thee o inhabitant earth
Isaiah,24,18,shall come pass fleeth noise fear shall fall pit cometh midst pit shall take snare window high open foundation earth shake
Isaiah,24,19,earth utterly break earth clean dissolve earth move exceedingly
Isaiah,24,20,earth shall reel fro like drunkard shall remove like cottage transgression thereof shall heavy shall fall rise
Isaiah,24,21,shall come pass day lord shall punish host high one high king earth earth
Isaiah,24,22,shall gather prisoner gather pit shall shut prison day shall visit
Isaiah,24,23,moon shall confound sun ashame lord host shall reign mount zion jerusalem ancient gloriously
Isaiah,25,1,o lord thou art god exalt thee praise thy thou hast wonderful thing thy counsel old faithfulness truth
Isaiah,25,2,thou hast city heap defence city ruin palace stranger city shall build
Isaiah,25,3,shall strong people glorify thee city terrible nation shall fear thee
Isaiah,25,4,thou hast strength poor strength needy distress refuge storm shadow heat blast terrible one storm wall
Isaiah,25,5,thou shalt bring noise stranger heat dry place heat shadow cloud branch terrible one shall bring low
Isaiah,25,6,mountain shall lord host unto people feast fat thing feast wine lee fat thing marrow wine lee refine
Isaiah,25,7,destroy mountain face covering cast people vail spread nation
Isaiah,25,8,swallow death victory lord god wipe away tear face rebuke people shall away earth lord hath speak
Isaiah,25,9,shall say day lo god wait save lord wait glad rejoice salvation
Isaiah,25,10,mountain shall hand lord rest moab shall trodden straw trodden dunghill
Isaiah,25,11,shall spread forth hand midst swimmeth spreadeth forth hand swim shall bring pride spoil hand
Isaiah,25,12,fortress high fort thy wall shall bring lie low bring ground dust
Isaiah,26,1,day shall song sing land judah strong city salvation god appoint wall bulwark
Isaiah,26,2,open ye gate righteous nation keepeth truth enter
Isaiah,26,3,thou wilt perfect peace mind stay thee trusteth thee
Isaiah,26,4,trust ye lord lord jehovah everlaste strength
Isaiah,26,5,bringeth dwell high lofty city layeth low layeth low ground bringeth dust
Isaiah,26,6,foot shall tread foot poor step needy
Isaiah,26,7,way uprightness thou upright dost weigh path
Isaiah,26,8,yea way thy judgment o lord wait thee desire soul thy remembrance thee
Isaiah,26,9,soul desire thee night yea spirit seek thee early thy judgment earth inhabitant world learn righteousness
Isaiah,26,10,let favour shewed wicked learn righteousness land uprightness deal unjustly behold majesty lord
Isaiah,26,11,lord thy hand lift shall ashamed envy people yea fire thine enemy shall devour
Isaiah,26,12,lord thou wilt ordain peace thou hast work work
Isaiah,26,13,o lord god lord thee dominion thee mention thy
Isaiah,26,14,dead shall live deceased shall rise hast thou visit destroy memory perish
Isaiah,26,15,thou hast increase nation o lord thou hast increase nation thou art glorify thou hadst remove far unto end earth
Isaiah,26,16,lord trouble visit thee pour prayer thy chastening
Isaiah,26,17,like woman child draweth near time delivery pain crieth pang thy sight o lord
Isaiah,26,18,child pain bring forth wind work deliverance earth inhabitant world fall
Isaiah,26,19,thy dead man shall live dead body shall arise awake sing ye dwell dust thy dew dew herb earth shall cast dead
Isaiah,26,20,come people enter thou thy chamber shut thy door thee hide thyself little moment indignation overpast
Isaiah,26,21,behold lord cometh place punish inhabitant earth iniquity earth shall disclose blood shall cover slain
Isaiah,27,1,day lord sore great strong sword shall punish leviathan pierce serpent leviathan crook serpent shall slay dragon sea
Isaiah,27,2,day sing ye unto vineyard red wine
Isaiah,27,3,lord water moment lest hurt night day
Isaiah,27,4,fury set brier thorn battle burn
Isaiah,27,5,let hold strength peace shall peace
Isaiah,27,6,shall cause come jacob root israel shall blossom bud fill face world fruit
Isaiah,27,7,hath smite smite smite slay accord slaughter slay
Isaiah,27,8,measure shooteth forth thou wilt debate stayeth rough wind day east wind
Isaiah,27,9,shall iniquity jacob purge fruit away sin maketh stone altar chalkstone beat sunder grove image shall stand
Isaiah,27,10,defenced city shall desolate habitation forsake leave like wilderness shall calf feed shall lie consume branch thereof
Isaiah,27,11,bough thereof wither shall break woman come set fire people understanding mercy form shew favour
Isaiah,27,12,shall come pass day lord shall beat channel river unto stream egypt ye shall gather o ye child israel
Isaiah,27,13,shall come pass day great trumpet shall blow shall come ready perish land assyria outcast land egypt shall worship lord holy mount jerusalem
Isaiah,28,1,woe crown pride drunkard ephraim glorious beauty fading flower head fat valley overcome wine
Isaiah,28,2,behold lord hath mighty strong tempest hail destroy storm flood mighty water overflowing shall cast earth hand
Isaiah,28,3,crown pride drunkard ephraim shall tread foot
Isaiah,28,4,glorious beauty head fat valley shall fading flower hasty fruit summer looketh seeth hand eateth
Isaiah,28,5,day shall lord host crown glory diadem beauty unto residue people
Isaiah,28,6,spirit judgment sitteth judgment strength turn battle gate
Isaiah,28,7,err wine strong drink way priest prophet err strong drink swallow wine way strong drink err vision stumble judgment
Isaiah,28,8,table vomit filthiness place clean
Isaiah,28,9,shall teach knowledge shall understand doctrine wean milk draw breast
Isaiah,28,10,precept precept precept precept line line line line little little
Isaiah,28,11,stammering lip tongue speak people
Isaiah,28,12,say rest wherewith ye cause weary rest refreshing hear
Isaiah,28,13,word lord unto precept precept precept precept line line line line little little fall backward break snare take
Isaiah,28,14,wherefore hear word lord ye scornful man rule people jerusalem
Isaiah,28,15,ye say covenant death hell agreement overflowing scourge shall pass shall come unto lie refuge falsehood hide
Isaiah,28,16,saith lord god behold lay zion foundation stone try stone precious corner stone sure foundation believeth shall haste
Isaiah,28,17,judgment lay line righteousness plummet hail shall sweep away refuge lie water shall overflow hiding place
Isaiah,28,18,covenant death shall disannul agreement hell shall stand overflowing scourge shall pass ye shall tread
Isaiah,28,19,time goeth forth shall morning morning shall pass day night shall vexation understand report
Isaiah,28,20,bed short man stretch covering narrower wrap
Isaiah,28,21,lord shall rise mount perazim shall wroth valley gibeon work strange work bring pass act strange act
Isaiah,28,22,ye mocker lest band strong hear lord god host consumption determine earth
Isaiah,28,23,ye ear hear voice hearken hear speech
Isaiah,28,24,doth plowman plow day sow doth open break clod ground
Isaiah,28,25,hath plain face thereof doth cast abroad fitch scatter cummin cast principal wheat appoint barley rie place
Isaiah,28,26,god doth instruct discretion doth teach
Isaiah,28,27,fitch thresh threshing instrument cart wheel turn cummin fitch beat staff cummin rod
Isaiah,28,28,bread corn bruise thresh break wheel cart bruise horseman
Isaiah,28,29,cometh forth lord host wonderful counsel excellent work
Isaiah,29,1,woe ariel ariel city david dwelt add ye year year let kill sacrifice
Isaiah,29,2,distress ariel shall heaviness sorrow shall unto ariel
Isaiah,29,3,camp thee round lay siege thee mount raise fort thee
Isaiah,29,4,thou shalt bring shalt speak ground thy speech shall low dust thy voice shall hath familiar spirit ground thy speech shall whisper dust
Isaiah,29,5,multitude thy stranger shall like small dust multitude terrible one shall chaff passeth away yea shall instant suddenly
Isaiah,29,6,thou shalt visit lord host thunder earthquake great noise storm temp flame devour fire
Isaiah,29,7,multitude nation fight ariel fight munition distress shall dream night vision
Isaiah,29,8,shall hungry man dreameth behold eateth awaketh soul thirsty man dreameth behold drinketh awaketh behold faint soul hath appetite shall multitude nation fight mount zion
Isaiah,29,9,stay wonder cry ye cry drunken wine stagger strong drink
Isaiah,29,10,lord hath pour spirit deep sleep hath close eye prophet ruler seer hath cover
Isaiah,29,11,vision unto word book seal man deliver learn say read pray thee saith seal
Isaiah,29,12,book deliver learn say read pray thee saith learn
Isaiah,29,13,wherefore lord say forasmuch people draw near mouth lip honour remove heart far fear teach precept man
Isaiah,29,14,behold proceed marvellous work people marvellous work wonder wisdom wise man shall perish understanding prudent man shall hide
Isaiah,29,15,woe unto seek deep hide counsel lord work dark seeth knoweth
Isaiah,29,16,surely turning thing upside shall esteem potter clay shall work shall thing frame frame understanding
Isaiah,29,17,little lebanon shall turn fruitful field fruitful field shall esteem forest
Isaiah,29,18,day shall deaf hear word book eye blind shall obscurity darkness
Isaiah,29,19,meek shall increase joy lord poor man shall rejoice holy israel
Isaiah,29,20,terrible bring nought scorner consume watch iniquity cut
Isaiah,29,21,man offender word lie snare reproveth gate turn aside thing nought
Isaiah,29,22,saith lord redeem abraham concern house jacob jacob shall ashamed shall face wax pale
Isaiah,29,23,seeth child work hand midst shall sanctify sanctify holy jacob shall fear god israel
Isaiah,29,24,err spirit shall come understanding murmur shall learn doctrine
Isaiah,30,1,woe rebellious child saith lord counsel cover covering spirit add sin sin
Isaiah,30,2,walk egypt ask mouth strengthen strength pharaoh trust shadow egypt
Isaiah,30,3,shall strength pharaoh shame trust shadow egypt confusion
Isaiah,30,4,prince zoan ambassador come hane
Isaiah,30,5,ashamed people profit help profit shame reproach
Isaiah,30,6,burden beast south land trouble anguish come young old lion viper fiery fly serpent carry rich shoulder young ass treasure bunche camel people shall profit
Isaiah,30,7,egyptians shall help vain purpose cry concern strength sit
Isaiah,30,8,write table note book time come
Isaiah,30,9,rebellious people lie child child hear law lord
Isaiah,30,10,seer prophet prophesy unto right thing speak unto smooth thing prophesy deceit
Isaiah,30,11,way turn aside path cause holy israel cease
Isaiah,30,12,wherefore saith holy israel ye despise word trust oppression perverseness stay thereon
Isaiah,30,13,iniquity shall breach ready fall swell high wall break cometh suddenly instant
Isaiah,30,14,shall break breaking potter vessel break piece shall spare shall find bursting sherd fire hearth water withal pit
Isaiah,30,15,saith lord god holy israel return rest shall ye save quietness confidence shall strength ye
Isaiah,30,16,ye say flee horse shall ye flee ride swift shall pursue swift
Isaiah,30,17,thousand shall flee rebuke rebuke shall ye flee till ye leave beacon mountain ensign hill
Isaiah,30,18,lord wait gracious unto exalt mercy lord god judgment bless wait
Isaiah,30,19,people shall dwell zion jerusalem thou shalt weep gracious unto thee voice thy cry shall hear answer thee
Isaiah,30,20,lord bread adversity water affliction shall thy teacher remove corner thine eye shall thy teacher
Isaiah,30,21,thine ear shall hear word thee say way walk ye ye turn right hand ye turn left
Isaiah,30,22,ye shall defile covering thy graven image silver ornament thy molten image gold thou shalt cast away menstruous cloth thou shalt unto thee
Isaiah,30,23,shall rain thy seed thou shalt sow ground withal bread increase earth shall fat plenteous day shall thy cattle feed large pasture
Isaiah,30,24,oxen likewise young ass ear ground shall eat clean provender hath winnow shovel fan
Isaiah,30,25,shall high mountain high hill river stream water day great slaughter tower fall
Isaiah,30,26,light moon shall light sun light sun shall sevenfold light seven day day lord bindeth breach people healeth stroke wound
Isaiah,30,27,behold lord cometh far burn anger burden thereof heavy lip indignation tongue devouring fire
Isaiah,30,28,breath overflowing stream shall reach midst neck sift nation sieve vanity shall bridle jaw people cause err
Isaiah,30,29,ye shall song night holy solemnity keep gladness heart goeth pipe come mountain lord mighty israel
Isaiah,30,30,lord shall cause glorious voice hear shall shew lighting arm indignation anger flame devouring fire scatter tempest hailstone
Isaiah,30,31,voice lord shall assyrian beat smite rod
Isaiah,30,32,place ground staff shall pass lord shall lay shall tabret harp battle shake fight
Isaiah,30,33,tophet ordain old yea king prepare hath deep large pile thereof fire wood breath lord like stream brimstone doth kindle
Isaiah,31,1,woe egypt help stay horse trust chariot horseman strong look unto holy israel seek lord
Isaiah,31,2,wise bring evil word arise house evildoer help work iniquity
Isaiah,31,3,egyptians man god horse flesh spirit lord shall stretch hand helpeth shall fall holpen shall fall shall fail
Isaiah,31,4,hath lord speak unto like lion young lion roar prey multitude shepherd call forth afraid voice abase noise shall lord host come fight mount zion hill thereof
Isaiah,31,5,bird fly lord host defend jerusalem defend deliver pass preserve
Isaiah,31,6,turn ye unto child israel deeply revolt
Isaiah,31,7,day man shall cast away idol silver idol gold hand unto sin
Isaiah,31,8,shall assyrian fall sword mighty man sword mean man shall devour shall flee sword young man shall discomfit
Isaiah,31,9,shall pass strong hold fear prince shall afraid ensign saith lord fire zion furnace jerusalem
Isaiah,32,1,behold king shall reign righteousness prince shall rule judgment
Isaiah,32,2,man shall hiding place wind covert tempest river water dry place shadow great rock weary land
Isaiah,32,3,eye shall dim ear hear shall hearken
Isaiah,32,4,heart rash shall understand knowledge tongue stammerer shall ready speak plainly
Isaiah,32,5,vile person shall call liberal churl say bountiful
Isaiah,32,6,vile person speak villany heart work iniquity practise hypocrisy utter error lord soul hungry cause drink thirsty fail
Isaiah,32,7,instrument churl evil deviseth wicked device destroy poor lie word needy speaketh right
Isaiah,32,8,liberal deviseth liberal thing liberal thing shall stand
Isaiah,32,9,rise ye woman ease hear voice ye careless daughter ear unto speech
Isaiah,32,10,day year shall ye trouble ye careless woman vintage shall fail gathering shall come
Isaiah,32,11,tremble ye woman ease trouble ye careless one strip bare gird sackcloth loin
Isaiah,32,12,shall lament teat pleasant field fruitful vine
Isaiah,32,13,land people shall come thorn brier yea house joy joyous city
Isaiah,32,14,palace shall forsake multitude city shall leave fort tower shall den joy wild ass pasture flock
Isaiah,32,15,spirit pour high wilderness fruitful field fruitful field count forest
Isaiah,32,16,judgment shall dwell wilderness righteousness remain fruitful field
Isaiah,32,17,work righteousness shall peace effect righteousness quietness assurance
Isaiah,32,18,people shall dwell peaceable habitation sure dwelling quiet resting place
Isaiah,32,19,shall hail come forest city shall low low place
Isaiah,32,20,bless ye sow water send forth thither foot ox ass
Isaiah,33,1,woe thee spoilest thou wast spoil deal treacherously deal treacherously thee thou shalt cease spoil thou shalt spoil thou shalt end deal treacherously shall deal treacherously thee
Isaiah,33,2,o lord gracious unto wait thee thou arm morning salvation time trouble
Isaiah,33,3,noise tumult people flee lifting thyself nation scatter
Isaiah,33,4,spoil shall gather like gathering caterpiller run fro locust shall run
Isaiah,33,5,lord exalt dwelleth high hath fill zion judgment righteousness
Isaiah,33,6,wisdom knowledge shall stability thy time strength salvation fear lord treasure
Isaiah,33,7,behold valiant one shall cry ambassador peace shall weep bitterly
Isaiah,33,8,highway lie waste wayfare man ceaseth hath break covenant hath despise city regardeth man
Isaiah,33,9,earth mourneth languisheth lebanon ashamed hew sharon like wilderness bashan carmel shake fruit
Isaiah,33,10,rise saith lord exalt lift
Isaiah,33,11,ye shall conceive chaff ye shall bring forth stubble breath fire shall devour
Isaiah,33,12,people shall burning lime thorn cut shall burn fire
Isaiah,33,13,hear ye far ye near acknowledge
Isaiah,33,14,sinner zion afraid fearfulness hath surprise hypocrite shall dwell devouring fire shall dwell everlasting burning
Isaiah,33,15,walketh righteously speaketh uprightly despiseth gain oppression shaketh hand hold bribe stoppeth ear hearing blood shutteth eye see evil
Isaiah,33,16,shall dwell high place defence shall munition rock bread shall give water shall sure
Isaiah,33,17,thine eye shall king beauty shall behold land far
Isaiah,33,18,thine heart shall meditate terror scribe receiver count tower
Isaiah,33,19,thou shalt fierce people people deep speech thou canst perceive stammer tongue thou canst understand
Isaiah,33,20,look zion city solemnity thine eye shall jerusalem quiet habitation tabernacle shall take stake thereof shall remove shall cord thereof break
Isaiah,33,21,glorious lord unto place broad river stream shall galley oar shall gallant ship pass
Isaiah,33,22,lord judge lord lawgiver lord king save
Isaiah,33,23,thy tackling loose strengthen mast spread sail prey great spoil divide lame prey
Isaiah,33,24,inhabitant shall sick people dwell shall forgive iniquity
Isaiah,34,1,come near ye nation hear hearken ye people let earth hear world thing come forth
Isaiah,34,2,indignation lord nation fury army hath utterly destroy hath deliver slaughter
Isaiah,34,3,slain shall cast stink shall come carcase mountain shall melt blood
Isaiah,34,4,host heaven shall dissolve heavens shall roll scroll host shall fall leaf falleth vine fall fig fig tree
Isaiah,34,5,sword shall bathe heaven behold shall come idumea people curse judgment
Isaiah,34,6,sword lord fill blood fat fatness blood lamb goat fat kidney ram lord hath sacrifice bozrah great slaughter land idumea
Isaiah,34,7,unicorn shall come bullock bull land shall soak blood dust fat fatness
Isaiah,34,8,day lord vengeance year recompence controversy zion
Isaiah,34,9,stream thereof shall turn pitch dust thereof brimstone land thereof shall burn pitch
Isaiah,34,10,shall quench night day smoke thereof shall generation generation shall lie waste shall pass
Isaiah,34,11,cormorant bittern shall possess owl raven shall dwell shall stretch line confusion stone emptiness
Isaiah,34,12,shall noble thereof kingdom shall prince shall
Isaiah,34,13,thorn shall come palace nettle bramble fortress thereof shall habitation dragon court owl
Isaiah,34,14,wild beast desert shall meet wild beast island satyr shall cry fellow screech owl shall rest find place rest
Isaiah,34,15,shall great owl nest lie hatch gather shadow shall vulture gather mate
Isaiah,34,16,seek ye book lord read shall fail shall want mate mouth hath command spirit hath gather
Isaiah,34,17,hath cast lot hand hath divide unto line shall possess generation generation shall dwell
Isaiah,35,1,wilderness solitary place shall glad desert shall rejoice blossom rose
Isaiah,35,2,shall blossom abundantly rejoice joy singe glory lebanon shall give unto excellency carmel sharon shall glory lord excellency god
Isaiah,35,3,strengthen ye weak hand confirm feeble knee
Isaiah,35,4,fearful heart strong fear behold god come vengeance god recompence come save
Isaiah,35,5,eye blind shall open ear deaf shall unstopped
Isaiah,35,6,shall lame man leap hart tongue dumb sing wilderness shall water break stream desert
Isaiah,35,7,parch ground shall pool thirsty land spring water habitation dragon lie shall grass reed rush
Isaiah,35,8,highway shall way shall call way holiness unclean shall pass shall wayfare man fool shall err
Isaiah,35,9,lion shall ravenous beast shall thereon shall find redeemed shall walk
Isaiah,35,10,ransom lord shall return come zion song everlaste joy head shall obtain joy gladness sorrow sigh shall flee away
Isaiah,36,1,come pass fourteenth year king hezekiah sennacherib king assyria come defence city judah take
Isaiah,36,2,king assyria send rabshakeh lachish jerusalem unto king hezekiah great army stand conduit upper pool highway fuller field
Isaiah,36,3,come forth unto eliakim hilkiahs son house shebna scribe joah asaphs son recorder
Isaiah,36,4,rabshakeh say unto ye hezekiah saith great king king assyria confidence thou trustest
Isaiah,36,5,sayest thou vain word counsel strength war dost thou trust thou rebell
Isaiah,36,6,lo thou trustest staff broken reed egypt whereon man lean hand pierce pharaoh king egypt trust
Isaiah,36,7,thou trust lord god high place altar hezekiah hath take away say judah jerusalem ye shall worship altar
Isaiah,36,8,pledge pray thee master king assyria thee thousand horse thou able thy set rider
Isaiah,36,9,wilt thou turn away face captain master servant thy trust egypt chariot horseman
Isaiah,36,10,come lord land destroy lord say unto land destroy
Isaiah,36,11,say eliakim shebna joah unto rabshakeh speak pray thee unto thy servant syrian language understand speak jews language ear people wall
Isaiah,36,12,rabshakeh say hath master send thy master thee speak word hath send man sit wall eat dung drink piss
Isaiah,36,13,rabshakeh stand cry loud voice jews language say hear ye word great king king assyria
Isaiah,36,14,saith king let hezekiah deceive shall able deliver
Isaiah,36,15,let hezekiah trust lord say lord surely deliver city shall deliver hand king assyria
Isaiah,36,16,hearken hezekiah saith king assyria agreement present come eat ye vine fig tree drink ye water cistern
Isaiah,36,17,come away land like land land corn wine land bread vineyard
Isaiah,36,18,beware lest hezekiah persuade say lord deliver hath god nation deliver land hand king assyria
Isaiah,36,19,god hamath arphad god sepharvaim deliver samaria hand
Isaiah,36,20,god land deliver land hand lord deliver jerusalem hand
Isaiah,36,21,hold peace answer word king commandment say answer
Isaiah,36,22,come eliakim son hilkiah household shebna scribe joah son asaph recorder hezekiah clothe rent tell word rabshakeh
Isaiah,37,1,come pass king hezekiah hear rent clothe cover sackcloth go house lord
Isaiah,37,2,send eliakim household shebna scribe elder priest cover sackcloth unto isaiah prophet son amoz
Isaiah,37,3,say unto saith hezekiah day day trouble rebuke blasphemy child come birth strength bring forth
Isaiah,37,4,lord thy god hear word rabshakeh king assyria master hath send reproach live god reprove word lord thy god hath hear wherefore lift thy prayer remnant leave
Isaiah,37,5,servant king hezekiah come isaiah
Isaiah,37,6,isaiah say unto shall ye unto master saith lord afraid word thou hast hear wherewith servant king assyria blaspheme
Isaiah,37,7,behold send blast shall hear rumour return land cause fall sword land
Isaiah,37,8,rabshakeh return find king assyria war libnah hear depart lachish
Isaiah,37,9,hear concern tirhakah king ethiopia come forth war thee hear send messenger hezekiah say
Isaiah,37,10,shall ye speak hezekiah king judah say let thy god thou trustest deceive thee say jerusalem shall give hand king assyria
Isaiah,37,11,behold thou hast hear king assyria land destroy utterly shalt thou deliver
Isaiah,37,12,god nation deliver father destroy gozan haran rezeph child eden telassar
Isaiah,37,13,king hamath king arphad king city sepharvaim hena ivah
Isaiah,37,14,hezekiah receive letter hand messenger read hezekiah go unto house lord spread lord
Isaiah,37,15,hezekiah pray unto lord say
Isaiah,37,16,o lord host god israel dwell cherubim thou art god thou kingdom earth thou hast heaven earth
Isaiah,37,17,incline thine ear o lord hear open thine eye o lord hear word sennacherib hath send reproach live god
Isaiah,37,18,truth lord king assyria lay waste nation country
Isaiah,37,19,cast god fire god work men hand wood stone destroy
Isaiah,37,20,o lord god save hand kingdom earth know thou art lord thou
Isaiah,37,21,isaiah son amoz send unto hezekiah say saith lord god israel thou hast pray sennacherib king assyria
Isaiah,37,22,word lord hath speak concern virgin daughter zion hath despise thee laugh thee scorn daughter jerusalem hath shake head thee
Isaiah,37,23,hast thou reproach blasphemed hast thou exalt thy voice lift thine eye high holy israel
Isaiah,37,24,thy servant hast thou reproach lord hast say multitude chariot come height mountain side lebanon cut tall cedar thereof choice fir tree thereof enter height border forest carmel
Isaiah,37,25,digge drunk water sole foot dry river besiege place
Isaiah,37,26,hast thou hear long ago ancient time form bring pass thou shouldest lay waste defence city ruinous heap
Isaiah,37,27,inhabitant small power dismay confound grass field green herb grass housetop corn blast grow
Isaiah,37,28,know thy abode thy go thy come thy rage
Isaiah,37,29,thy rage thy tumult come ear hook thy nose bridle thy lip turn thee way thou camest
Isaiah,37,30,shall sign unto thee ye shall eat year groweth second year springeth year sow ye reap plant vineyard eat fruit thereof
Isaiah,37,31,remnant escape house judah shall root downward bear fruit upward
Isaiah,37,32,jerusalem shall forth remnant escape mount zion zeal lord host shall
Isaiah,37,33,saith lord concern king assyria shall come city shoot arrow come shield cast bank
Isaiah,37,34,way come shall return shall come city saith lord
Isaiah,37,35,defend city save sake servant david sake
Isaiah,37,36,angel lord go forth smote camp assyrian fourscore thousand arise early morning behold dead corpse
Isaiah,37,37,sennacherib king assyria depart go return dwell nineveh
Isaiah,37,38,come pass worship house nisroch god adrammelech sharezer son smite sword escape land armenia esarhaddon son reign stead
Isaiah,38,1,day hezekiah sick unto death isaiah prophet son amoz come unto say unto saith lord set thine house order thou shalt die live
Isaiah,38,2,hezekiah turn face wall pray unto lord
Isaiah,38,3,say remember o lord beseech thee walk thee truth perfect heart good thy sight hezekiah weep sore
